Date,Traffic source,Views
2021-04-13,External,2
2021-04-14,External,3
2021-04-15,External,2
2021-04-16,External,4
2021-04-17,External,2
2021-04-18,External,2
2021-04-19,External,6
2021-04-20,External,3
2021-04-21,External,2
2021-04-22,External,3
2021-04-23,External,4
2021-04-24,External,1
2021-04-25,External,5
2021-04-26,External,4
2021-04-27,External,3
2021-04-28,External,3
2021-04-29,External,1
2021-04-30,External,2
2021-05-01,External,0
2021-05-02,External,1
2021-05-03,External,4
2021-05-04,External,1
2021-05-05,External,1
2021-05-06,External,0
2021-05-07,External,4
2021-05-08,External,1
2021-05-09,External,0
2021-05-10,External,3
2021-05-11,External,2
2021-05-12,External,2
2021-05-13,External,1
2021-05-14,External,0
2021-05-15,External,0
2021-05-16,External,0
2021-05-17,External,0
2021-05-18,External,1
2021-05-19,External,1
2021-05-20,External,0
2021-05-21,External,0
2021-05-22,External,1
2021-05-23,External,0
2021-05-24,External,1
2021-05-25,External,0
2021-05-26,External,0
2021-05-27,External,0
2021-05-28,External,0
2021-05-29,External,0
2021-05-30,External,2
2021-05-31,External,0
2021-06-01,External,1
2021-06-02,External,0
2021-06-03,External,1
2021-06-04,External,1
2021-06-05,External,2
2021-06-06,External,0
2021-06-07,External,2
2021-06-08,External,1
2021-06-09,External,9
2021-06-10,External,1
2021-06-11,External,2
2021-06-12,External,3
2021-06-13,External,0
2021-06-14,External,0
2021-06-15,External,0
2021-06-16,External,0
2021-06-17,External,1
2021-06-18,External,1
2021-06-19,External,1
2021-06-20,External,0
2021-06-21,External,2
2021-06-22,External,2
2021-06-23,External,1
2021-06-24,External,1
2021-06-25,External,1
2021-06-26,External,1
2021-06-27,External,0
2021-06-28,External,0
2021-06-29,External,0
2021-06-30,External,0
2021-07-01,External,2
2021-07-02,External,0
2021-07-03,External,0
2021-07-04,External,0
2021-07-05,External,3
2021-07-06,External,4
2021-07-07,External,0
2021-07-08,External,3
2021-07-09,External,1
2021-07-10,External,0
2021-07-11,External,0
2021-07-12,External,3
2021-07-13,External,0
2021-07-14,External,0
2021-07-15,External,1
2021-07-16,External,0
2021-07-17,External,1
2021-07-18,External,1
2021-07-19,External,0
2021-07-20,External,0
2021-07-21,External,3
2021-07-22,External,0
2021-07-23,External,5
2021-07-24,External,0
2021-07-25,External,0
2021-07-26,External,2
2021-07-27,External,2
2021-07-28,External,1
2021-07-29,External,0
2021-07-30,External,0
2021-07-31,External,0
2021-08-01,External,0
2021-08-02,External,1
2021-08-03,External,0
2021-08-04,External,1
2021-08-05,External,0
2021-08-06,External,0
2021-08-07,External,0
2021-08-08,External,0
2021-08-09,External,0
2021-08-10,External,0
2021-08-11,External,0
2021-08-12,External,1
2021-08-13,External,2
2021-08-14,External,0
2021-08-15,External,0
2021-08-16,External,0
2021-08-17,External,0
2021-08-18,External,0
2021-08-19,External,2
2021-08-20,External,1
2021-08-21,External,0
2021-08-22,External,0
2021-08-23,External,0
2021-08-24,External,0
2021-08-25,External,1
2021-08-26,External,4
2021-08-27,External,1
2021-08-28,External,0
2021-08-29,External,1
2021-08-30,External,2
2021-08-31,External,0
2021-09-01,External,1
2021-09-02,External,0
2021-09-03,External,0
2021-09-04,External,0
2021-09-05,External,1
2021-09-06,External,0
2021-09-07,External,1
2021-09-08,External,1
2021-09-09,External,2
2021-09-10,External,0
2021-09-11,External,4
2021-09-12,External,0
2021-09-13,External,0
2021-09-14,External,2
2021-09-15,External,0
2021-09-16,External,0
2021-09-17,External,2
2021-09-18,External,0
2021-09-19,External,1
2021-09-20,External,0
2021-09-21,External,3
2021-09-22,External,0
2021-09-23,External,1
2021-09-24,External,0
2021-09-25,External,0
2021-09-26,External,0
2021-09-27,External,0
2021-09-28,External,0
2021-09-29,External,1
2021-09-30,External,1
2021-10-01,External,0
2021-10-02,External,0
2021-10-03,External,1
2021-10-04,External,1
2021-10-05,External,1
2021-10-06,External,4
2021-10-07,External,1
2021-10-08,External,1
2021-10-09,External,0
2021-10-10,External,0
2021-10-11,External,0
2021-10-12,External,2
2021-10-13,External,1
2021-10-14,External,0
2021-10-15,External,0
2021-10-16,External,0
2021-10-17,External,0
2021-10-18,External,0
2021-10-19,External,2
2021-10-20,External,0
2021-10-21,External,1
2021-10-22,External,2
2021-10-23,External,0
2021-10-24,External,0
2021-10-25,External,1
2021-10-26,External,0
2021-10-27,External,0
2021-10-28,External,0
2021-10-29,External,1
2021-10-30,External,0
2021-10-31,External,1
2021-11-01,External,5
2021-11-02,External,0
2021-11-03,External,1
2021-11-04,External,0
2021-11-05,External,0
2021-11-06,External,0
2021-11-07,External,0
2021-11-08,External,1
2021-11-09,External,0
2021-11-10,External,0
2021-11-11,External,0
2021-11-12,External,1
2021-11-13,External,0
2021-11-14,External,0
2021-11-15,External,0
2021-11-16,External,0
2021-11-17,External,3
2021-11-18,External,0
2021-11-19,External,2
2021-11-20,External,0
2021-11-21,External,0
2021-11-22,External,1
2021-11-23,External,0
2021-11-24,External,0
2021-11-25,External,0
2021-11-26,External,0
2021-11-27,External,0
2021-11-28,External,0
2021-11-29,External,0
2021-11-30,External,0
2021-12-01,External,0
2021-12-02,External,2
2021-12-03,External,4
2021-12-04,External,0
2021-12-05,External,0
2021-12-06,External,0
2021-12-07,External,0
2021-12-08,External,0
2021-12-09,External,0
2021-12-10,External,1
2021-12-11,External,1
2021-12-12,External,0
2021-12-13,External,0
2021-12-14,External,1
2021-12-15,External,0
2021-12-16,External,1
2021-12-17,External,1
2021-12-18,External,0
2021-12-19,External,0
2021-12-20,External,0
2021-12-21,External,1
2021-12-22,External,0
2021-12-23,External,0
2021-12-24,External,1
2021-12-25,External,0
2021-12-26,External,0
2021-12-27,External,0
2021-12-28,External,0
2021-12-29,External,0
2021-12-30,External,0
2021-12-31,External,0
2022-01-01,External,0
2022-01-02,External,0
2022-01-03,External,1
2022-01-04,External,6
2022-01-05,External,3
2022-01-06,External,0
2022-01-07,External,5
2022-01-08,External,4
2022-01-09,External,3
2022-01-10,External,0
2022-01-11,External,4
2022-01-12,External,6
2022-01-13,External,1
2022-01-14,External,1
2022-01-15,External,5
2022-01-16,External,1
2022-01-17,External,1
2022-01-18,External,1
2022-01-19,External,1
2022-01-20,External,8
2022-01-21,External,1
2022-01-22,External,1
2022-01-23,External,0
2022-01-24,External,2
2022-01-25,External,2
2022-01-26,External,3
2022-01-27,External,1
2022-01-28,External,5
2022-01-29,External,2
2022-01-30,External,0
2022-01-31,External,3
2022-02-01,External,2
2022-02-02,External,2
2022-02-03,External,6
2022-02-04,External,11
2022-02-05,External,1
2022-02-06,External,0
2022-02-07,External,4
2022-02-08,External,2
2022-02-09,External,4
2022-02-10,External,7
2022-02-11,External,1
2022-02-12,External,5
2022-02-13,External,1
2022-02-14,External,13
2022-02-15,External,2
2022-02-16,External,4
2022-02-17,External,14
2022-02-18,External,2
2022-02-19,External,1
2022-02-20,External,2
2022-02-21,External,4
2022-02-22,External,11
2022-02-23,External,2
2022-02-24,External,2
2022-02-25,External,1
2022-02-26,External,1
2022-02-27,External,0
2022-02-28,External,6
2022-03-01,External,1
2022-03-02,External,3
2022-03-03,External,5
2022-03-04,External,1
2022-03-05,External,0
2022-03-06,External,6
2022-03-07,External,2
2022-03-08,External,2
2022-03-09,External,1
2022-03-10,External,2
2022-03-11,External,2
2022-03-12,External,0
2022-03-13,External,1
2022-03-14,External,1
2022-03-15,External,2
2022-03-16,External,0
2022-03-17,External,0
2022-03-18,External,0
2022-03-19,External,0
2022-03-20,External,0
2022-03-21,External,0
2022-03-22,External,0
2022-03-23,External,1
2022-03-24,External,0
2022-03-25,External,1
2022-03-26,External,0
2022-03-27,External,2
2022-03-28,External,1
2022-03-29,External,0
2022-03-30,External,0
2022-03-31,External,1
2022-04-01,External,1
2022-04-02,External,1
2022-04-03,External,1
2022-04-04,External,0
2022-04-05,External,0
2022-04-06,External,2
2022-04-07,External,0
2022-04-08,External,2
2022-04-09,External,0
2022-04-10,External,0
2022-04-11,External,3
2022-04-12,External,0
2022-04-13,External,0
2022-04-14,External,0
2022-04-15,External,0
2022-04-16,External,0
2022-04-17,External,1
2022-04-18,External,2
2022-04-19,External,9
2022-04-20,External,6
2022-04-21,External,3
2022-04-22,External,0
2022-04-23,External,4
2022-04-24,External,1
2022-04-25,External,2
2022-04-26,External,4
2022-04-27,External,4
2022-04-28,External,2
2022-04-29,External,5
2022-04-30,External,4
2022-05-01,External,0
2022-05-02,External,4
2022-05-03,External,6
2022-05-04,External,1
2022-05-05,External,1
2022-05-06,External,3
2022-05-07,External,0
2022-05-08,External,0
2022-05-09,External,2
2022-05-10,External,2
2022-05-11,External,7
2022-05-12,External,0
2022-05-13,External,0
2022-05-14,External,2
2022-05-15,External,0
2022-05-16,External,1
2022-05-17,External,0
2022-05-18,External,0
2022-05-19,External,0
2022-05-20,External,0
2022-05-21,External,0
2022-05-22,External,0
2022-05-23,External,4
2022-05-24,External,1
2022-05-25,External,2
2022-05-26,External,1
2022-05-27,External,0
2022-05-28,External,1
2022-05-29,External,2
2022-05-30,External,2
2022-05-31,External,1
2022-06-01,External,1
2022-06-02,External,8
2022-06-03,External,4
2022-06-04,External,2
2022-06-05,External,0
2022-06-06,External,2
2022-06-07,External,1
2022-06-08,External,2
2022-06-09,External,1
2022-06-10,External,0
2022-06-11,External,3
2022-06-12,External,0
2022-06-13,External,9
2022-06-14,External,5
2022-06-15,External,4
2022-06-16,External,6
2022-06-17,External,0
2022-06-18,External,2
2022-06-19,External,1
2022-06-20,External,3
2022-06-21,External,4
2022-06-22,External,0
2022-06-23,External,4
2022-06-24,External,2
2022-06-25,External,4
2022-06-26,External,7
2022-06-27,External,3
2022-06-28,External,2
2022-06-29,External,1
2022-06-30,External,0
2022-07-01,External,1
2022-07-02,External,3
2022-07-03,External,2
2022-07-04,External,1
2022-07-05,External,1
2022-07-06,External,3
2022-07-07,External,4
2022-07-08,External,1
2022-07-09,External,0
2022-07-10,External,0
2022-07-11,External,1
2022-07-12,External,0
2022-07-13,External,3
2022-07-14,External,0
2022-07-15,External,5
2022-07-16,External,1
2022-07-17,External,1
2022-07-18,External,3
2022-07-19,External,3
2022-07-20,External,5
2022-07-21,External,3
2022-07-22,External,3
2022-07-23,External,1
2022-07-24,External,2
2022-07-25,External,5
2022-07-26,External,2
2022-07-27,External,1
2022-07-28,External,1
2022-07-29,External,1
2022-07-30,External,13
2022-07-31,External,0
2022-08-01,External,4
2022-08-02,External,4
2022-08-03,External,12
2022-08-04,External,13
2022-08-05,External,7
2022-08-06,External,2
2022-08-07,External,3
2022-08-08,External,5
2022-08-09,External,2
2022-08-10,External,2
2022-08-11,External,3
2022-08-12,External,10
2022-08-13,External,0
2022-08-14,External,1
2022-08-15,External,0
2022-08-16,External,2
2022-08-17,External,3
2022-08-18,External,3
2022-08-19,External,1
2022-08-20,External,0
2022-08-21,External,2
2022-08-22,External,2
2022-08-23,External,3
2022-08-24,External,1
2022-08-25,External,1
2022-08-26,External,0
2022-08-27,External,0
2022-08-28,External,4
2022-08-29,External,3
2022-08-30,External,3
2022-08-31,External,0
2022-09-01,External,0
2022-09-02,External,1
2022-09-03,External,0
2022-09-04,External,5
2022-09-05,External,2
2022-09-06,External,2
2022-09-07,External,2
2022-09-08,External,2
2022-09-09,External,1
2022-09-10,External,2
2022-09-11,External,0
2022-09-12,External,1
2022-09-13,External,3
2022-09-14,External,0
2022-09-15,External,4
2022-09-16,External,1
2022-09-17,External,0
2022-09-18,External,1
2022-09-19,External,0
2022-09-20,External,5
2022-09-21,External,9
2022-09-22,External,4
2022-09-23,External,5
2022-09-24,External,9
2022-09-25,External,7
2022-09-26,External,3
2022-09-27,External,10
2022-09-28,External,0
2022-09-29,External,0
2022-09-30,External,1
2022-10-01,External,1
2022-10-02,External,1
2022-10-03,External,1
2022-10-04,External,2
2022-10-05,External,1
2022-10-06,External,0
2022-10-07,External,1
2022-10-08,External,0
2022-10-09,External,1
2022-10-10,External,5
2022-10-11,External,2
2022-10-12,External,3
2022-10-13,External,0
2022-10-14,External,3
2022-10-15,External,5
2022-10-16,External,0
2022-10-17,External,3
2022-10-18,External,2
2022-10-19,External,0
2022-10-20,External,6
2022-10-21,External,1
2022-10-22,External,3
2022-10-23,External,1
2022-10-24,External,3
2022-10-25,External,4
2022-10-26,External,9
2022-10-27,External,8
2022-10-28,External,21
2022-10-29,External,12
2022-10-30,External,5
2022-10-31,External,8
2022-11-01,External,5
2022-11-02,External,9
2022-11-03,External,4
2022-11-04,External,2
2022-11-05,External,7
2022-11-06,External,2
2022-11-07,External,1
2022-11-08,External,2
2022-11-09,External,3
2022-11-10,External,2
2022-11-11,External,1
2022-11-12,External,3
2020-09-01,Video cards and annotations,0
2020-09-02,Video cards and annotations,0
2020-09-03,Video cards and annotations,0
2020-09-04,Video cards and annotations,0
2020-09-05,Video cards and annotations,0
2020-09-06,Video cards and annotations,0
2020-09-07,Video cards and annotations,0
2020-09-08,Video cards and annotations,0
2020-09-09,Video cards and annotations,0
2020-09-10,Video cards and annotations,0
2020-09-11,Video cards and annotations,0
2020-09-12,Video cards and annotations,0
2020-09-13,Video cards and annotations,0
2020-09-14,Video cards and annotations,0
2020-09-15,Video cards and annotations,0
2020-09-16,Video cards and annotations,0
2020-09-17,Video cards and annotations,0
2020-09-18,Video cards and annotations,0
2020-09-19,Video cards and annotations,0
2020-09-20,Video cards and annotations,0
2020-09-21,Video cards and annotations,0
2020-09-22,Video cards and annotations,0
2020-09-23,Video cards and annotations,0
2020-09-24,Video cards and annotations,0
2020-09-25,Video cards and annotations,0
2020-09-26,Video cards and annotations,0
2020-09-27,Video cards and annotations,0
2020-09-28,Video cards and annotations,0
2020-09-29,Video cards and annotations,0
2020-09-30,Video cards and annotations,0
2020-10-01,Video cards and annotations,0
2020-10-02,Video cards and annotations,0
2020-10-03,Video cards and annotations,0
2020-10-04,Video cards and annotations,0
2020-10-05,Video cards and annotations,0
2020-10-06,Video cards and annotations,0
2020-10-07,Video cards and annotations,0
2020-10-08,Video cards and annotations,0
2020-10-09,Video cards and annotations,0
2020-10-10,Video cards and annotations,0
2020-10-11,Video cards and annotations,0
2020-10-12,Video cards and annotations,0
2020-10-13,Video cards and annotations,0
2020-10-14,Video cards and annotations,0
2020-10-15,Video cards and annotations,0
2020-10-16,Video cards and annotations,0
2020-10-17,Video cards and annotations,0
2020-10-18,Video cards and annotations,0
2020-10-19,Video cards and annotations,0
2020-10-20,Video cards and annotations,0
2020-10-21,Video cards and annotations,0
2020-10-22,Video cards and annotations,0
2020-10-23,Video cards and annotations,0
2020-10-24,Video cards and annotations,0
2020-10-25,Video cards and annotations,0
2020-10-26,Video cards and annotations,0
2020-10-27,Video cards and annotations,0
2020-10-28,Video cards and annotations,0
2020-10-29,Video cards and annotations,1
2020-10-30,Video cards and annotations,0
2020-10-31,Video cards and annotations,0
2020-11-01,Video cards and annotations,0
2020-11-02,Video cards and annotations,0
2020-11-03,Video cards and annotations,0
2020-11-04,Video cards and annotations,0
2020-11-05,Video cards and annotations,0
2020-11-06,Video cards and annotations,0
2020-11-07,Video cards and annotations,0
2020-11-08,Video cards and annotations,0
2020-11-09,Video cards and annotations,0
2020-11-10,Video cards and annotations,0
2020-11-11,Video cards and annotations,0
2020-11-12,Video cards and annotations,0
2020-11-13,Video cards and annotations,0
2020-11-14,Video cards and annotations,0
2020-11-15,Video cards and annotations,0
2020-11-16,Video cards and annotations,0
2020-11-17,Video cards and annotations,0
2020-11-18,Video cards and annotations,0
2020-11-19,Video cards and annotations,0
2020-11-20,Video cards and annotations,0
2020-11-21,Video cards and annotations,0
2020-11-22,Video cards and annotations,0
2020-11-23,Video cards and annotations,0
2020-11-24,Video cards and annotations,0
2020-11-25,Video cards and annotations,0
2020-11-26,Video cards and annotations,0
2020-11-27,Video cards and annotations,0
2020-11-28,Video cards and annotations,0
2020-11-29,Video cards and annotations,0
2020-11-30,Video cards and annotations,0
2020-12-01,Video cards and annotations,0
2020-12-02,Video cards and annotations,0
2020-12-03,Video cards and annotations,0
2020-12-04,Video cards and annotations,0
2020-12-05,Video cards and annotations,0
2020-12-06,Video cards and annotations,0
2020-12-07,Video cards and annotations,0
2020-12-08,Video cards and annotations,0
2020-12-09,Video cards and annotations,0
2020-12-10,Video cards and annotations,0
2020-12-11,Video cards and annotations,0
2020-12-12,Video cards and annotations,0
2020-12-13,Video cards and annotations,0
2020-12-14,Video cards and annotations,0
2020-12-15,Video cards and annotations,0
2020-12-16,Video cards and annotations,0
2020-12-17,Video cards and annotations,0
2020-12-18,Video cards and annotations,0
2020-12-19,Video cards and annotations,0
2020-12-20,Video cards and annotations,0
2020-12-21,Video cards and annotations,0
2020-12-22,Video cards and annotations,0
2020-12-23,Video cards and annotations,0
2020-12-24,Video cards and annotations,0
2020-12-25,Video cards and annotations,0
2020-12-26,Video cards and annotations,0
2020-12-27,Video cards and annotations,0
2020-12-28,Video cards and annotations,0
2020-12-29,Video cards and annotations,0
2020-12-30,Video cards and annotations,0
2020-12-31,Video cards and annotations,0
2021-01-01,Video cards and annotations,0
2021-01-02,Video cards and annotations,0
2021-01-03,Video cards and annotations,0
2021-01-04,Video cards and annotations,0
2021-01-05,Video cards and annotations,0
2021-01-06,Video cards and annotations,0
2021-01-07,Video cards and annotations,0
2021-01-08,Video cards and annotations,0
2021-01-09,Video cards and annotations,0
2021-01-10,Video cards and annotations,0
2021-01-11,Video cards and annotations,0
2021-01-12,Video cards and annotations,0
2021-01-13,Video cards and annotations,0
2021-01-14,Video cards and annotations,0
2021-01-15,Video cards and annotations,0
2021-01-16,Video cards and annotations,0
2021-01-17,Video cards and annotations,0
2021-01-18,Video cards and annotations,0
2021-01-19,Video cards and annotations,0
2021-01-20,Video cards and annotations,0
2021-01-21,Video cards and annotations,0
2021-01-22,Video cards and annotations,0
2021-01-23,Video cards and annotations,0
2021-01-24,Video cards and annotations,0
2021-01-25,Video cards and annotations,0
2021-01-26,Video cards and annotations,0
2021-01-27,Video cards and annotations,0
2021-01-28,Video cards and annotations,0
2021-01-29,Video cards and annotations,0
2021-01-30,Video cards and annotations,0
2021-01-31,Video cards and annotations,0
2021-02-01,Video cards and annotations,0
2021-02-02,Video cards and annotations,0
2021-02-03,Video cards and annotations,0
2021-02-04,Video cards and annotations,0
2021-02-05,Video cards and annotations,0
2021-02-06,Video cards and annotations,0
2021-02-07,Video cards and annotations,0
2021-02-08,Video cards and annotations,0
2021-02-09,Video cards and annotations,0
2021-02-10,Video cards and annotations,0
2021-02-11,Video cards and annotations,0
2021-02-12,Video cards and annotations,0
2021-02-13,Video cards and annotations,0
2021-02-14,Video cards and annotations,0
2021-02-15,Video cards and annotations,0
2021-02-16,Video cards and annotations,0
2021-02-17,Video cards and annotations,0
2021-02-18,Video cards and annotations,0
2021-02-19,Video cards and annotations,0
2021-02-20,Video cards and annotations,0
2021-02-21,Video cards and annotations,0
2021-02-22,Video cards and annotations,0
2021-02-23,Video cards and annotations,0
2021-02-24,Video cards and annotations,0
2021-02-25,Video cards and annotations,0
2021-02-26,Video cards and annotations,0
2021-02-27,Video cards and annotations,0
2021-02-28,Video cards and annotations,0
2021-03-01,Video cards and annotations,0
2021-03-02,Video cards and annotations,0
2021-03-03,Video cards and annotations,0
2021-03-04,Video cards and annotations,0
2021-03-05,Video cards and annotations,0
2021-03-06,Video cards and annotations,0
2021-03-07,Video cards and annotations,0
2021-03-08,Video cards and annotations,0
2021-03-09,Video cards and annotations,0
2021-03-10,Video cards and annotations,0
2021-03-11,Video cards and annotations,0
2021-03-12,Video cards and annotations,0
2021-03-13,Video cards and annotations,0
2021-03-14,Video cards and annotations,0
2021-03-15,Video cards and annotations,0
2021-03-16,Video cards and annotations,0
2021-03-17,Video cards and annotations,0
2021-03-18,Video cards and annotations,0
2021-03-19,Video cards and annotations,0
2021-03-20,Video cards and annotations,0
2021-03-21,Video cards and annotations,0
2021-03-22,Video cards and annotations,0
2021-03-23,Video cards and annotations,0
2021-03-24,Video cards and annotations,0
2021-03-25,Video cards and annotations,0
2021-03-26,Video cards and annotations,0
2021-03-27,Video cards and annotations,0
2021-03-28,Video cards and annotations,0
2021-03-29,Video cards and annotations,0
2021-03-30,Video cards and annotations,0
2021-03-31,Video cards and annotations,0
2021-04-01,Video cards and annotations,0
2021-04-02,Video cards and annotations,0
2021-04-03,Video cards and annotations,0
2021-04-04,Video cards and annotations,0
2021-04-05,Video cards and annotations,0
2021-04-06,Video cards and annotations,0
2021-04-07,Video cards and annotations,0
2021-04-08,Video cards and annotations,0
2021-04-09,Video cards and annotations,0
2021-04-10,Video cards and annotations,0
2021-04-11,Video cards and annotations,0
2021-04-12,Video cards and annotations,0
2021-04-13,Video cards and annotations,0
2021-04-14,Video cards and annotations,0
2021-04-15,Video cards and annotations,0
2021-04-16,Video cards and annotations,0
2021-04-17,Video cards and annotations,0
2021-04-18,Video cards and annotations,0
2021-04-19,Video cards and annotations,0
2021-04-20,Video cards and annotations,0
2021-04-21,Video cards and annotations,0
2021-04-22,Video cards and annotations,0
2021-04-23,Video cards and annotations,0
2021-04-24,Video cards and annotations,0
2021-04-25,Video cards and annotations,0
2021-04-26,Video cards and annotations,0
2021-04-27,Video cards and annotations,0
2021-04-28,Video cards and annotations,0
2021-04-29,Video cards and annotations,0
2021-04-30,Video cards and annotations,0
2021-05-01,Video cards and annotations,0
2021-05-02,Video cards and annotations,0
2021-05-03,Video cards and annotations,0
2021-05-04,Video cards and annotations,0
2021-05-05,Video cards and annotations,0
2021-05-06,Video cards and annotations,0
2021-05-07,Video cards and annotations,0
2021-05-08,Video cards and annotations,0
2021-05-09,Video cards and annotations,0
2021-05-10,Video cards and annotations,0
2021-05-11,Video cards and annotations,0
2021-05-12,Video cards and annotations,0
2021-05-13,Video cards and annotations,0
2021-05-14,Video cards and annotations,0
2021-05-15,Video cards and annotations,0
2021-05-16,Video cards and annotations,0
2021-05-17,Video cards and annotations,0
2021-05-18,Video cards and annotations,0
2021-05-19,Video cards and annotations,0
2021-05-20,Video cards and annotations,0
2021-05-21,Video cards and annotations,0
2021-05-22,Video cards and annotations,0
2021-05-23,Video cards and annotations,0
2021-05-24,Video cards and annotations,0
2021-05-25,Video cards and annotations,0
2021-05-26,Video cards and annotations,0
2021-05-27,Video cards and annotations,0
2021-05-28,Video cards and annotations,0
2021-05-29,Video cards and annotations,0
2021-05-30,Video cards and annotations,0
2021-05-31,Video cards and annotations,0
2021-06-01,Video cards and annotations,0
2021-06-02,Video cards and annotations,0
2021-06-03,Video cards and annotations,0
2021-06-04,Video cards and annotations,0
2021-06-05,Video cards and annotations,0
2021-06-06,Video cards and annotations,0
2021-06-07,Video cards and annotations,0
2021-06-08,Video cards and annotations,0
2021-06-09,Video cards and annotations,0
2021-06-10,Video cards and annotations,0
2021-06-11,Video cards and annotations,0
2021-06-12,Video cards and annotations,0
2021-06-13,Video cards and annotations,0
2021-06-14,Video cards and annotations,0
2021-06-15,Video cards and annotations,0
2021-06-16,Video cards and annotations,0
2021-06-17,Video cards and annotations,0
2021-06-18,Video cards and annotations,0
2021-06-19,Video cards and annotations,0
2021-06-20,Video cards and annotations,0
2021-06-21,Video cards and annotations,0
2021-06-22,Video cards and annotations,0
2021-06-23,Video cards and annotations,0
2021-06-24,Video cards and annotations,0
2021-06-25,Video cards and annotations,0
2021-06-26,Video cards and annotations,0
2021-06-27,Video cards and annotations,0
2021-06-28,Video cards and annotations,0
2021-06-29,Video cards and annotations,0
2021-06-30,Video cards and annotations,0
2021-07-01,Video cards and annotations,0
2021-07-02,Video cards and annotations,0
2021-07-03,Video cards and annotations,0
2021-07-04,Video cards and annotations,0
2021-07-05,Video cards and annotations,0
2021-07-06,Video cards and annotations,0
2021-07-07,Video cards and annotations,0
2021-07-08,Video cards and annotations,0
2021-07-09,Video cards and annotations,0
2021-07-10,Video cards and annotations,0
2021-07-11,Video cards and annotations,0
2021-07-12,Video cards and annotations,0
2021-07-13,Video cards and annotations,0
2021-07-14,Video cards and annotations,0
2021-07-15,Video cards and annotations,0
2021-07-16,Video cards and annotations,0
2021-07-17,Video cards and annotations,0
2021-07-18,Video cards and annotations,0
2021-07-19,Video cards and annotations,0
2021-07-20,Video cards and annotations,0
2021-07-21,Video cards and annotations,0
2021-07-22,Video cards and annotations,0
2021-07-23,Video cards and annotations,0
2021-07-24,Video cards and annotations,0
2021-07-25,Video cards and annotations,0
2021-07-26,Video cards and annotations,0
2021-07-27,Video cards and annotations,0
2021-07-28,Video cards and annotations,0
2021-07-29,Video cards and annotations,0
2021-07-30,Video cards and annotations,0
2021-07-31,Video cards and annotations,0
2021-08-01,Video cards and annotations,0
2021-08-02,Video cards and annotations,0
2021-08-03,Video cards and annotations,0
2021-08-04,Video cards and annotations,0
2021-08-05,Video cards and annotations,0
2021-08-06,Video cards and annotations,0
2021-08-07,Video cards and annotations,0
2021-08-08,Video cards and annotations,0
2021-08-09,Video cards and annotations,0
2021-08-10,Video cards and annotations,0
2021-08-11,Video cards and annotations,0
2021-08-12,Video cards and annotations,0
2021-08-13,Video cards and annotations,0
2021-08-14,Video cards and annotations,0
2021-08-15,Video cards and annotations,0
2021-08-16,Video cards and annotations,0
2021-08-17,Video cards and annotations,0
2021-08-18,Video cards and annotations,0
2021-08-19,Video cards and annotations,0
2021-08-20,Video cards and annotations,0
2021-08-21,Video cards and annotations,0
2021-08-22,Video cards and annotations,0
2021-08-23,Video cards and annotations,0
2021-08-24,Video cards and annotations,0
2021-08-25,Video cards and annotations,0
2021-08-26,Video cards and annotations,0
2021-08-27,Video cards and annotations,0
2021-08-28,Video cards and annotations,0
2021-08-29,Video cards and annotations,0
2021-08-30,Video cards and annotations,0
2021-08-31,Video cards and annotations,0
2021-09-01,Video cards and annotations,0
2021-09-02,Video cards and annotations,0
2021-09-03,Video cards and annotations,0
2021-09-04,Video cards and annotations,0
2021-09-05,Video cards and annotations,0
2021-09-06,Video cards and annotations,0
2021-09-07,Video cards and annotations,0
2021-09-08,Video cards and annotations,0
2021-09-09,Video cards and annotations,0
2021-09-10,Video cards and annotations,0
2021-09-11,Video cards and annotations,0
2021-09-12,Video cards and annotations,0
2021-09-13,Video cards and annotations,0
2021-09-14,Video cards and annotations,0
2021-09-15,Video cards and annotations,0
2021-09-16,Video cards and annotations,0
2021-09-17,Video cards and annotations,0
2021-09-18,Video cards and annotations,0
2021-09-19,Video cards and annotations,0
2021-09-20,Video cards and annotations,0
2021-09-21,Video cards and annotations,0
2021-09-22,Video cards and annotations,0
2021-09-23,Video cards and annotations,0
2021-09-24,Video cards and annotations,0
2021-09-25,Video cards and annotations,0
2021-09-26,Video cards and annotations,0
2021-09-27,Video cards and annotations,0
2021-09-28,Video cards and annotations,0
2021-09-29,Video cards and annotations,0
2021-09-30,Video cards and annotations,0
2021-10-01,Video cards and annotations,0
2021-10-02,Video cards and annotations,0
2021-10-03,Video cards and annotations,0
2021-10-04,Video cards and annotations,0
2021-10-05,Video cards and annotations,0
2021-10-06,Video cards and annotations,0
2021-10-07,Video cards and annotations,0
2021-10-08,Video cards and annotations,0
2021-10-09,Video cards and annotations,0
2021-10-10,Video cards and annotations,0
2021-10-11,Video cards and annotations,0
2021-10-12,Video cards and annotations,0
2021-10-13,Video cards and annotations,0
2021-10-14,Video cards and annotations,0
2021-10-15,Video cards and annotations,0
2021-10-16,Video cards and annotations,0
2021-10-17,Video cards and annotations,0
2021-10-18,Video cards and annotations,0
2021-10-19,Video cards and annotations,0
2021-10-20,Video cards and annotations,0
2021-10-21,Video cards and annotations,0
2021-10-22,Video cards and annotations,0
2021-10-23,Video cards and annotations,0
2021-10-24,Video cards and annotations,0
2021-10-25,Video cards and annotations,0
2021-10-26,Video cards and annotations,0
2021-10-27,Video cards and annotations,0
2021-10-28,Video cards and annotations,0
